iter	PairLogit
282	0.4811696782
283	0.4810539502
284	0.4808801546
285	0.4807768871
286	0.4806925845
287	0.4805064864
288	0.4802842943
289	0.4801023251
290	0.4798053555
291	0.4795559767
292	0.4794606291
293	0.4792606379
294	0.479116629
295	0.4789864895
296	0.4788591819
297	0.4786456753
298	0.4785871679
299	0.4784152512
300	0.4782885996
301	0.4781981474
302	0.478120419
303	0.4780449561
304	0.4777974497
305	0.4776414183
306	0.4774927889
307	0.4773385914
308	0.4771332679
309	0.4769571959
310	0.4767276354
311	0.476577333
312	0.4763835194
313	0.4762621944
314	0.4760961008
315	0.4760012712
316	0.4757983461
317	0.4756599836
318	0.4755401666
319	0.4754481562
320	0.4752799907
321	0.4748974305
322	0.4747532593
323	0.474588685
324	0.4742030166
325	0.4739360715
326	0.4737839853
327	0.4735937903
328	0.4734831131
329	0.4733355974
330	0.4732074884
331	0.4730871409
332	0.4729092097
333	0.4727717565
334	0.4725867135
335	0.4724065801
336	0.4722693318
337	0.4720685715
338	0.4717556393
339	0.4716498634
340	0.4714873818
341	0.471309424
342	0.4711630712
343	0.4710327966
344	0.4708778821
345	0.4708175148
346	0.4705894366
347	0.4704054634
348	0.4702284279
349	0.4699703844
350	0.4697952983
351	0.4696799897
352	0.4694984049
353	0.4693908679
354	0.4692153434
355	0.4690750688
356	0.4688637845
357	0.4685523685
358	0.4683841237
359	0.4681802105
360	0.4680180276
361	0.4677435343
362	0.4675996351
363	0.4674429752
364	0.4672640756
365	0.4671100482
366	0.466999668
367	0.4668561308
368	0.4666986841
369	0.4665563084
370	0.4663917537
371	0.4662893474
372	0.4660387245
373	0.4658780114
374	0.4657321085
375	0.4655256941
376	0.465348456
377	0.4652198064
378	0.4650599611
379	0.4647736256
380	0.4646426592
381	0.4645504332
382	0.464333828
383	0.4641586802
384	0.4639585905
385	0.4637859588
386	0.4635382442
387	0.4633710517
388	0.463233298
389	0.4629934361
390	0.4626862188
391	0.4625233041
392	0.4623488313
393	0.4620967339
394	0.4619607093
395	0.4617992243
396	0.4616926907
397	0.4614540613
398	0.4612778971
399	0.461137963
400	0.4610192161
401	0.460805423
402	0.4605543957
403	0.4604209232
404	0.4602480629
405	0.4600847337
406	0.4598692993
407	0.4597185884
408	0.4595458654
409	0.4593214911
410	0.4591461195
411	0.4590026215
412	0.458786296
413	0.4586007336
414	0.4585010399
415	0.4581523767
416	0.457859932
417	0.4576548881
418	0.4574378842
419	0.4572259296
420	0.4569932248
421	0.4568537226
422	0.4567341156
423	0.4565301121
424	0.4563246244
425	0.4561270661
426	0.4560061123
427	0.4557733835
428	0.4556252764
429	0.4555209452
430	0.4554171554
431	0.4553094526
432	0.4551385694
433	0.4549063917
434	0.4547028193
435	0.4544826422
436	0.4542777689
437	0.45406464
438	0.4538316311
439	0.4536467109
440	0.4534004487
441	0.4532256728
442	0.4530325358
443	0.4527998965
444	0.4526380251
445	0.452488102
446	0.4523161483
447	0.4521011714
448	0.4519147778
449	0.4516692358
450	0.4514532657
451	0.4512449022
452	0.4511213801
453	0.4509180206
454	0.4506809568
455	0.4505083655
456	0.4502745092
457	0.4501037729
458	0.4499015716
459	0.4497088988
460	0.4495705771
461	0.4493277941
462	0.4490812959
463	0.4488599983
464	0.4486912592
465	0.4484658342
466	0.4481513532
467	0.4479532342
468	0.4477663156
469	0.4475356726
470	0.447354113
471	0.4472240517
472	0.4469584381
473	0.4468134868
474	0.4466054372
475	0.4463675459
476	0.4461744403
477	0.4459756827
478	0.4457490752
479	0.4455522557
480	0.445400178
481	0.445193665
482	0.4450448225
483	0.4448832019
484	0.4446733968
485	0.4445269856
486	0.4443466569
487	0.4442287637
488	0.4440743656
489	0.4438840537
490	0.4436647361
491	0.4434846654
492	0.4433427356
493	0.443141941
494	0.4430116986
495	0.4428221016
496	0.4426458774
497	0.442458282
498	0.4423271355
499	0.4419814124
500	0.4417939017
501	0.4415649122
502	0.4414392279
503	0.4412749265
504	0.4411175225
505	0.4409041049
506	0.4407177834
507	0.4404086029
508	0.4402783222
509	0.440041901
510	0.4398207238
511	0.4396714994
512	0.439504283
513	0.439320571
514	0.4391752161
515	0.4390079475
516	0.4388798391
517	0.438741853
518	0.4385448707
519	0.4384074248
520	0.4382523913
521	0.438118247
522	0.4379122851
523	0.4377275702
524	0.4375769923
525	0.4374268511
526	0.437287103
527	0.437103187
528	0.4369400274
529	0.4368032854
530	0.4366425808
531	0.4365251819
532	0.436383661
533	0.4362450941
534	0.436006614
535	0.4358469274
536	0.4356879375
537	0.4355445114
538	0.4353958245
539	0.4352566587
540	0.4350926314
541	0.4348384425
542	0.4346983345
543	0.4345813951
544	0.4343791581
545	0.4342120843
546	0.4339948436
547	0.4338759389
548	0.4337187886
549	0.4335700661
550	0.4333783045
551	0.4332583191
552	0.4330934966
553	0.4328613005
554	0.432673487
555	0.4324558835
556	0.4323232793
557	0.4321530636
558	0.4320234542
559	0.4319031346
560	0.4317594713
561	0.4316331539
562	0.4314942341
563	0.4313221828
564	0.431158511
565	0.4309985052
566	0.4308846187
567	0.4307668216
568	0.4306066435
569	0.4304674292
570	0.4303428907
571	0.4301900787
572	0.4300174759
573	0.4298611778
574	0.4297142223
575	0.4295594065
576	0.429414589
577	0.4292667274
578	0.4291354065
579	0.4289946502
580	0.4288503006
581	0.4287029158
582	0.4284905873
583	0.4283885443
584	0.4282217099
585	0.4280244993
586	0.4279141397
587	0.4277683839
588	0.4276081131
589	0.4274498588
590	0.427265296
591	0.4270605209
592	0.4269414397
593	0.4267892725
594	0.4265843489
595	0.4264492052
596	0.426326656
597	0.4261915852
598	0.4260513452
599	0.4258966883
600	0.4257140123
601	0.4255778494
602	0.4254567714
603	0.4253246405
604	0.4251615708
605	0.4250294203
606	0.4248601092
607	0.4247161018
608	0.4245761503
609	0.4244487593
610	0.4243366395
611	0.4242054066
612	0.4240613004
613	0.4239356263
614	0.4238024039
615	0.4236775525
616	0.4235239038
617	0.4233245581
618	0.4231426773
619	0.4230202174
620	0.4228715817
621	0.4227673456
622	0.4226270355
623	0.4224531909
624	0.4222486767
625	0.4221538664
626	0.4220110955
627	0.4218475633
628	0.4216829536
629	0.4215182336
630	0.4213499752
631	0.4211987791
632	0.4210717424
633	0.420924943
634	0.4208062235
635	0.4207080123
636	0.4206226119
637	0.4204898897
638	0.4203196651
639	0.4202110198
640	0.4200563675
641	0.419895087
642	0.4197651535
643	0.419648665
644	0.4195414271
645	0.4194089625
646	0.4192402034
647	0.4191271378
648	0.4190075641
649	0.4188704344
650	0.4187448075
651	0.4186364154
652	0.4185128207
653	0.4183665316
654	0.4182358151
655	0.418116909
656	0.4179845823
657	0.417887103
658	0.4177528321
659	0.4176043818
660	0.4174695291
661	0.4173847666
662	0.4172258629
663	0.417104361
664	0.4169989464
665	0.4168155523
666	0.4166817179
667	0.4165566722
668	0.4164398367
669	0.4163292583
670	0.4161957207
671	0.4160347783
672	0.4159200682
673	0.4157952785
674	0.4156890552
675	0.4155368617
676	0.4154225889
677	0.4152829342
678	0.4151571647
679	0.4150434088
680	0.4149334865
681	0.4148067979
682	0.4145963389
683	0.4144704579
684	0.4143560184
685	0.4142434538
686	0.4141415532
687	0.4139987384
688	0.4138706033
689	0.4137779727
690	0.4136065912
691	0.413524617
692	0.4134043923
693	0.4132745155
694	0.4131521356
695	0.413052058
696	0.4129384579
697	0.4127891595
698	0.4126427424
699	0.4125237124
700	0.4124155353
701	0.412307268
702	0.412170946
703	0.412080143
704	0.4119482692
705	0.4118285111
706	0.411718093
707	0.411611421
708	0.411461834
709	0.4113041634
710	0.4111854287
711	0.4110815854
712	0.4109392422
713	0.4108442215
714	0.410754947
715	0.410623295
716	0.410497488
717	0.4104263124
718	0.4103137907
719	0.410179186
720	0.4100551059
721	0.4099454998
722	0.4097944355
723	0.4096760853
724	0.4095575136
725	0.4094501263
726	0.4092989603
727	0.4091771671
728	0.4090649472
729	0.4088617648
730	0.4087359893
731	0.408640957
732	0.4084978161
733	0.4083942492
734	0.4082581562
735	0.408113982
736	0.408028771
737	0.4079482385
738	0.4078443443
739	0.4077139655
740	0.4075958032
741	0.4074463181
742	0.4073338587
743	0.4072293939
744	0.4071123456
745	0.4070003879
746	0.406901746
747	0.4068022062
748	0.4066824977
749	0.4064994742
750	0.4064175297
751	0.4063036364
752	0.4061521335
753	0.4060538729
754	0.4059705586
755	0.4058492498
756	0.4057088524
757	0.4056367254
758	0.4055327609
759	0.4054226538
760	0.4053304219
761	0.4052424537
762	0.4051174742
763	0.4050060777
764	0.4049288749
765	0.4048288522
766	0.4047065788
767	0.4045594928
768	0.4044153296
769	0.4043011637
770	0.4042115922
771	0.404106408
772	0.4039935578
773	0.4038495093
774	0.403747054
775	0.4036047062
776	0.4034802063
777	0.4033641188
778	0.4032631011
779	0.4031599852
780	0.4030554987
781	0.4029283232
782	0.4028211591
783	0.4027203279
784	0.4026438686
785	0.4025321519
786	0.4024340735
787	0.4023415667
788	0.4022247135
789	0.4021213662
790	0.4020485519
791	0.4019355011
792	0.4018368937
793	0.4017383727
794	0.4016401118
795	0.4015375412
796	0.401466324
797	0.4013867267
798	0.4012906525
799	0.401184071
800	0.4010719562
801	0.4009496645
802	0.4008339137
803	0.4007072994
804	0.4005949251
805	0.4005043507
806	0.4003900663
807	0.4002698031
808	0.4001739526
809	0.4000527917
810	0.3999192309
811	0.3998183048
812	0.399724806
813	0.3996329483
814	0.3995293
815	0.3994286294
816	0.3993449014
817	0.3992503229
818	0.399126725
819	0.3990204896
820	0.3989279288
821	0.3988015554
822	0.3987009606
823	0.3986007495
824	0.3985105168
825	0.3983908407
826	0.3982981274
827	0.3981845698
828	0.3980493837
829	0.3979380284
830	0.3978555075
831	0.3977514235
832	0.3976590196
833	0.3975650547
834	0.3974516882
835	0.3973720446
836	0.3972570986
837	0.3971617561
838	0.3970203744
839	0.3969201984
840	0.3967821067
841	0.3967032427
842	0.3966126964
843	0.3965241152
844	0.3964289385
845	0.3963131638
846	0.3961998689
847	0.3960871385
848	0.396004144
849	0.3959018554
850	0.3958326249
851	0.3957693892
852	0.395655846
853	0.3955304962
854	0.3954292549
855	0.3953285494
856	0.3952433899
857	0.3951245822
858	0.3950076305
859	0.3949153905
860	0.3948295668
861	0.3947508949
862	0.3946552309
863	0.3945409908
864	0.3944320563
865	0.3943323763
866	0.3942155456
867	0.3941509151
868	0.3940431572
869	0.3939495974
870	0.3938012176
871	0.3936568822
872	0.3935731096
873	0.3934863708
874	0.3933809199
875	0.3932794404
876	0.3931456937
877	0.3930358849
878	0.3928804908
879	0.392793167
880	0.3927070129
881	0.3926085279
882	0.3925033413
883	0.3924273143
884	0.39232666
885	0.3922202982
886	0.3921474185
887	0.3920623477
888	0.3919603956
889	0.3918634558
890	0.3917458076
891	0.3916513806
892	0.3915466954
893	0.391446333
894	0.3913484138
895	0.3912616712
896	0.3911756138
897	0.3910901884
898	0.3910124485
899	0.3909141134
900	0.3908120999
901	0.390743565
902	0.3906690114
903	0.3905611452
904	0.3904715228
905	0.3903406615
906	0.3902524053
907	0.3901737361
908	0.3900412171
909	0.3898903225
910	0.3897705863
911	0.3896775008
912	0.3895712326
913	0.3894424931
914	0.3893893307
915	0.3893029512
916	0.3892185395
917	0.3891128412
918	0.3890140664
919	0.3889370103
920	0.388874846
921	0.3887752293
922	0.3887015066
923	0.3885938346
924	0.3884914844
925	0.3884147292
926	0.3883060528
927	0.3882233954
928	0.3881224905
929	0.388066252
930	0.3879894371
931	0.3879008372
932	0.3878066252
933	0.3877055985
934	0.3876414317
935	0.3875327456
936	0.3874155858
937	0.387334435
938	0.3872342878
939	0.387163585
940	0.3870849885
941	0.3870233529
942	0.3869668281
943	0.3868963523
944	0.3867941843
945	0.3867315703
946	0.3866450802
947	0.3865619986
948	0.3864614885
949	0.386370629
950	0.3862943513
951	0.3861836826
952	0.3860921489
953	0.3859916201
954	0.3858983852
955	0.3857968648
956	0.385673101
957	0.3855342532
958	0.3854662867
959	0.3853896367
960	0.3852935035
961	0.3852184925
962	0.3851565894
963	0.3850755793
964	0.3849663913
965	0.3848655536
966	0.3847714467
967	0.3847014968
968	0.3846149323
969	0.3845404635
970	0.3844330012
971	0.3843744884
972	0.3842765859
973	0.3842107661
974	0.3841160241
975	0.3840095449
976	0.383931207
977	0.383848038
978	0.3837722868
979	0.3836727563
980	0.383576418
981	0.3835043873
982	0.3834343194
983	0.3833737967
984	0.3832632138
985	0.3831822236
986	0.3830820078
987	0.382987166
988	0.3828984659
989	0.3828172458
990	0.3827480189
991	0.3826941499
992	0.3825941635
993	0.382506816
994	0.3824114183
995	0.3823083321
996	0.3822029659
997	0.3820930661
998	0.3820220909
999	0.3819102937
1000	0.381834873
1001	0.3817355147
1002	0.3816507203
1003	0.3815435658
1004	0.3814387406
1005	0.3813694771
1006	0.3812653076
1007	0.3811301047
1008	0.3810626941
1009	0.3809621244
1010	0.3808788925
1011	0.3807946128
1012	0.3807096371
1013	0.3806150531
1014	0.380542825
1015	0.3804648024
1016	0.3803771389
1017	0.3803122419
1018	0.3802147938
1019	0.3801296842
1020	0.3800610224
1021	0.3799056897
1022	0.3798049834
1023	0.379717432
1024	0.3796372847
1025	0.3795703265
1026	0.3794727147
1027	0.3793796423
1028	0.3792949468
1029	0.3792132452
1030	0.3791485266
1031	0.3790893539
1032	0.3790035658
1033	0.3789075917
1034	0.3788212183
1035	0.378726221
1036	0.3786511264
1037	0.3785427059
1038	0.3784686972
1039	0.3783803415
1040	0.3783037206
1041	0.3782108528
1042	0.3781225476
1043	0.3780472318
1044	0.3779614784
1045	0.3778940875
1046	0.3778077838
1047	0.377722826
1048	0.3776429548
1049	0.3775645004
1050	0.3774381356
1051	0.3773559211
1052	0.3772662622
1053	0.3771680122
1054	0.3770784373
1055	0.3770238701
1056	0.3769143434
1057	0.3768482172
1058	0.376768357
1059	0.376684202
1060	0.3766230021
1061	0.3765515393
1062	0.3764597073
1063	0.376382832
1064	0.3762983598
1065	0.3761976598
1066	0.3760699825
1067	0.3760098158
1068	0.3759498002
1069	0.3758718985
1070	0.3757926359
1071	0.3757003764
1072	0.3756105972
1073	0.3755273319
1074	0.375470623
1075	0.3753687188
1076	0.3752799352
1077	0.3752030169
1078	0.3751153222
1079	0.3750249457
1080	0.3749533936
1081	0.3748818903
1082	0.3748014546
1083	0.3747322118
1084	0.3746495922
1085	0.3745695384
1086	0.3745045321
1087	0.3744244036
1088	0.3743757548
1089	0.3743181224
1090	0.3742360282
1091	0.3741478014
1092	0.3740795641
1093	0.373989209
1094	0.3739089922
1095	0.3737975363
1096	0.3737170039
1097	0.3736599955
1098	0.3735951243
1099	0.3735384172
1100	0.3734654005
1101	0.3733684478
1102	0.3732689913
1103	0.3732093271
1104	0.3731260489
1105	0.3730365169
1106	0.3729511896
1107	0.3728870977
1108	0.3727978931
1109	0.3726931952
1110	0.3726109443
1111	0.3725335675
1112	0.3724544592
1113	0.3723792473
1114	0.3722846729
1115	0.3722121662
1116	0.3721357498
1117	0.3720464282
1118	0.3719904295
1119	0.371908772
1120	0.3718451219
1121	0.3717837513
1122	0.371687973
1123	0.371587598
1124	0.3714683805
1125	0.3714196255
1126	0.371347249
1127	0.371271988
1128	0.371198729
1129	0.3711177352
1130	0.3710514523
1131	0.3709672866
1132	0.3708794305
1133	0.3707987052
1134	0.3707034354
1135	0.370605761
1136	0.3705302541
1137	0.370450216
1138	0.3703963132
1139	0.3703198244
1140	0.3702264634
1141	0.3701597365
1142	0.3700815972
1143	0.3700166072
1144	0.3699378258
1145	0.3698444481
1146	0.3697557526
1147	0.3696517354
1148	0.3695586386
1149	0.3694908247
1150	0.3693871607
1151	0.3692787246
1152	0.3692206992
1153	0.369105506
1154	0.3690284051
1155	0.3689480513
1156	0.36883761
1157	0.368739945
1158	0.3686255457
1159	0.3685430163
1160	0.3684574677
1161	0.3683461509
1162	0.3682714868
1163	0.3682004587
1164	0.3681175338
1165	0.3680280799
1166	0.3679390964
1167	0.367894991
1168	0.3678334452
1169	0.3677421577
1170	0.3676543857
1171	0.3675891275
1172	0.3675114718
1173	0.3674094119
1174	0.3673332558
1175	0.3672531926
1176	0.3671792903
1177	0.3671142006
1178	0.3670317594
1179	0.3669644898
1180	0.3668920318
1181	0.366810406
1182	0.366740662
1183	0.3666496585
1184	0.3665791206
1185	0.3664868936
1186	0.3663949312
1187	0.3663014124
1188	0.3662261606
1189	0.3661701646
1190	0.3660866581
1191	0.3660258942
1192	0.3659616573
1193	0.3658542522
1194	0.3657983518
1195	0.3656909446
1196	0.3656415007
1197	0.3655738295
1198	0.3654833591
1199	0.3654328261
1200	0.365353435
1201	0.365267607
1202	0.3651904692
1203	0.3650928744
1204	0.3649708368
1205	0.3648634997
1206	0.3648053317
1207	0.3647314518
1208	0.3646535583
1209	0.3645708233
1210	0.3644779912
1211	0.3644063523
1212	0.3643310531
1213	0.3642580502
1214	0.3641883309
1215	0.364113879
1216	0.364043549
1217	0.3639758503
1218	0.3639184791
1219	0.3638449045
1220	0.3637921219
1221	0.3637201874
1222	0.3636169346
1223	0.3635708645
1224	0.363491713
1225	0.3634125603
1226	0.3633375217
1227	0.3632647507
1228	0.3632162024
1229	0.3631350473
1230	0.3630681016
1231	0.3629944709
1232	0.3629089744
1233	0.3628235735
1234	0.3627298686
1235	0.3626695313
1236	0.3625864189
1237	0.3625169353
1238	0.3624584049
1239	0.362399284
1240	0.3623178393
1241	0.3622626371
1242	0.3622011398
1243	0.3621004355
1244	0.3620330989
1245	0.3619147665
1246	0.3618441371
1247	0.3617754886
1248	0.361745997
1249	0.3616663991
1250	0.3615816552
1251	0.3615005282
1252	0.3614196468
1253	0.3613532276
1254	0.361276688
1255	0.3612126489
1256	0.3611574986
1257	0.3610864315
1258	0.3610329293
1259	0.3609633107
1260	0.360885436
1261	0.3608027814
1262	0.3607638932
1263	0.3607005357
1264	0.3606399079
1265	0.3605443836
1266	0.3604856276
1267	0.3603980208
1268	0.3603191478
1269	0.3602125709
1270	0.360126465
1271	0.3600475921
1272	0.3599768802
1273	0.3599029097
1274	0.3597880161
1275	0.35971186
1276	0.3596311726
1277	0.3595602322
1278	0.3594788973
1279	0.3594125688
1280	0.3593525052
1281	0.3592724829
1282	0.3592025837
1283	0.3591360099
1284	0.3590588583
1285	0.3589918866
1286	0.3589195787
1287	0.3588427796
1288	0.3587738123
1289	0.3587065423
1290	0.3586551353
1291	0.3585889315
1292	0.3584939516
1293	0.3584270799
1294	0.3583618495
1295	0.3582882929
1296	0.3582069259
1297	0.3581214845
1298	0.3580534665
1299	0.3579628249
1300	0.3579125924
1301	0.357828313
1302	0.3577770081
1303	0.3577151429
1304	0.3576441969
1305	0.357572429
1306	0.3575028209
1307	0.3574221642
1308	0.3573339521
1309	0.3572749268
1310	0.3571992865
1311	0.3571199937
1312	0.3570444807
1313	0.3569726678
1314	0.356896888
1315	0.3568582957
1316	0.3567619305
1317	0.3566802064
1318	0.3566044114
1319	0.3565495779
1320	0.3564890824
1321	0.3564212689
1322	0.3563870733
1323	0.3562956145
1324	0.3562085069
1325	0.3561240826
1326	0.3560744146
1327	0.356010802
1328	0.3559471204
1329	0.3558639727
1330	0.3557892689
1331	0.3556953238
1332	0.3555980874
1333	0.3555165928
1334	0.3554501347
1335	0.3553755331
1336	0.355313412
1337	0.3552403668
1338	0.355165653
1339	0.3550854028
1340	0.3550184507
1341	0.3549491563
1342	0.3548804531
1343	0.3548015515
1344	0.3547135456
1345	0.3546352677
1346	0.3545639146
1347	0.3544754768
1348	0.354390688
1349	0.3543057188
1350	0.3542318988
1351	0.3541570172
1352	0.3540753667
1353	0.3540266919
1354	0.353942651
1355	0.3538717385
1356	0.3537900486
1357	0.3537154119
1358	0.3536534208
1359	0.3536064913
1360	0.3535213406
1361	0.3534656441
1362	0.3534142663
1363	0.3533431851
1364	0.3532619139
1365	0.3531732808
1366	0.3531032438
1367	0.3530253361
1368	0.3529763636
1369	0.3529034581
1370	0.3528318698
1371	0.3527680836
1372	0.3527011035
1373	0.3526333218
1374	0.3525731124
1375	0.3525217572
1376	0.3524316408
1377	0.3523719431
1378	0.3522806893
1379	0.352200377
1380	0.3521407438
1381	0.3520683991
1382	0.3519916626
1383	0.351920269
1384	0.3518169121
1385	0.3517576446
1386	0.3516907446
1387	0.3516066648
1388	0.3515354646
1389	0.3514454988
1390	0.351389033
1391	0.3513177383
1392	0.3512721262
1393	0.3512019163
1394	0.3511476241
1395	0.3510908945
1396	0.3510176166
1397	0.3509527556
1398	0.3508968229
1399	0.350835963
1400	0.3507672748
1401	0.3507017295
1402	0.3506461922
1403	0.35056473
1404	0.350495149
1405	0.3504313999
1406	0.3503829873
1407	0.3503176836
1408	0.3502353712
1409	0.3501552253
1410	0.3500947915
1411	0.3500276683
1412	0.3499616633
1413	0.3498732764
1414	0.3498352814
1415	0.3497510372
1416	0.3496853083
1417	0.3496248732
1418	0.3495382711
1419	0.3494715367
1420	0.3494057494
1421	0.3493397482
1422	0.3492687851
1423	0.3492091974
1424	0.3491099037
1425	0.3490387198
1426	0.3489577623
1427	0.3488941607
1428	0.3488292065
1429	0.3487525885
1430	0.3486882384
1431	0.3486070462
1432	0.348528829
1433	0.3484689189
1434	0.3483917366
1435	0.3483256136
1436	0.3482604056
1437	0.3481823058
1438	0.3481261696
1439	0.3480438127
1440	0.3479822889
1441	0.3478707834
1442	0.3477992946
1443	0.3477027276
1444	0.3476466232
1445	0.3475796437
1446	0.3475257137
1447	0.347435927
1448	0.347352536
1449	0.3473044408
1450	0.3472372515
1451	0.3471679291
1452	0.3470933965
1453	0.3470336046
1454	0.346982596
1455	0.3469161995
1456	0.3468614675
1457	0.3467788624
1458	0.3467054204
1459	0.346617669
1460	0.3465518556
1461	0.3464823935
1462	0.3464133488
1463	0.3463308855
1464	0.3462611606
1465	0.3461812859
1466	0.3461194586
1467	0.3460645104
1468	0.3459894751
1469	0.3459029518
1470	0.3458310942
1471	0.3457731646
1472	0.345704904
1473	0.3456208488
1474	0.3455559274
1475	0.3455107613
1476	0.3454516054
1477	0.3453755184
1478	0.3452942933
1479	0.3452377628
1480	0.3451669683
1481	0.3451070686
1482	0.3450529834
1483	0.344977343
1484	0.3449228918
1485	0.3448524122
1486	0.3448127417
1487	0.3447429706
1488	0.344656873
1489	0.3445723758
1490	0.344516251
1491	0.3444304885
1492	0.3443516675
1493	0.3442920718
1494	0.344223638
1495	0.3441598777
1496	0.3441022832
1497	0.3440484344
1498	0.3439805354
1499	0.3439136841
1500	0.3438404707
1501	0.3437819913
1502	0.3437206532
1503	0.3436488681
1504	0.3435669809
1505	0.3435003319
1506	0.343444649
1507	0.3433742824
1508	0.3433150349
1509	0.3432547053
1510	0.3432105996
1511	0.3431322702
1512	0.3430486969
1513	0.3429941724
